,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,positive SA value,Negative SA values,Compound,source,tweet
770,4898091,2020-02-20 01:25:22+00:00, ,1.2303E+18,en,18,0,2,15,,,,SocialFlow,Coronavirus latest: China’s Hubei province reports 108 new deaths https://t.co/EJ9Xx1zuLQ
767,4898091,2020-02-20 03:00:07+00:00, ,1.23033E+18,en,9,1,0,2,,,,SocialFlow,How jewellery took on couture as the most talked-about attraction of the red carpet https://t.co/KT0IgNuCkL
765,4898091,2020-02-20 03:40:08+00:00, ,1.23034E+18,en,14,4,0,12,,,,SocialFlow,"FT Exclusive: UBS has appointed ING boss Ralph Hamers as its next chief executive, replacing Sergio Ermotti, who spent almost nine years turning round Switzerland’s largest bank after a bailout during the financial crisis https://t.co/TrTNtkcBAS https://t.co/QZtKrmlgQE"
764,4898091,2020-02-20 04:00:09+00:00, ,1.23034E+18,en,16,1,4,6,,,,SocialFlow,"‘I’d like to talk about who we are running against: a billionaire who calls women fat broads and horse-faced lesbians,’ said Elizabeth Warren. ‘I am not talking about Donald Trump. I am talking about Mayor Bloomberg.’ https://t.co/TEsJKSAH3n"
763,4898091,2020-02-20 04:20:06+00:00, ,1.23035E+18,en,12,3,2,9,,,,SocialFlow,"A bullish call from one Wall Street analyst on Wednesday propelled Tesla to within striking distance of a $1,000 stock price, extending its blistering run https://t.co/rZMwQT4xkO https://t.co/O0QZXve4FW"
762,4898091,2020-02-20 04:20:27+00:00, ,1.23035E+18,en,39,8,2,35,,,,SocialFlow,"FT Exclusive: Smartphone users in China downloaded a record 222m games and other apps as the coronavirus confined tens of millions of people to their homes, a boost to the $150bn global games industry. https://t.co/MvnRwMWBX3 https://t.co/E0s2l9RA4Q"
761,4898091,2020-02-20 04:25:00+00:00, ,1.23035E+18,en,20,2,1,9,,,,SocialFlow,Donald Trump names Germany ambassador as head of US intelligence https://t.co/tG7CIg8eJi
760,4898091,2020-02-20 04:31:38+00:00, ,1.23035E+18,en,11,1,1,5,,,,SocialFlow,China app downloads surge due to coronavirus outbreak https://t.co/Rkd5OfQGRS
758,4898091,2020-02-20 05:00:11+00:00, ,1.23036E+18,en,1,0,0,4,,,,SocialFlow,"Here’s what’s on the agenda for Donald Trump’s first presidential visit to India next week, including trade tensions, data collection and defence deals. https://t.co/I12l2wwo1n"
752,4898091,2020-02-20 07:00:08+00:00, ,1.23039E+18,en,18,1,1,12,,,,SocialFlow,"If you’re just waking up, here's the latest coronavirus news:
👉Chinese lenders cut their benchmark lending rate
👉Qantas reduced flights to Asia by 15%
👉Smartphone game and app downloads in China hit a record: 22m
Follow our live coverage here: https://t.co/0daf4Uw4Ol"
748,4898091,2020-02-20 07:45:03+00:00, ,1.2304E+18,en,11,0,1,6,,,,SocialFlow,HMRC estimates only one in 10 contractors in the private sector who should be paying tax under the current rules are doing so correctly. The reforms are projected to bring in £3bn over the next four years https://t.co/uZCU7azcLA
746,4898091,2020-02-20 08:15:05+00:00, ,1.23041E+18,en,43,1,0,21,,,,SocialFlow,"Artificial intelligence has been used to discover new antibiotics effective against untreatable diseases, marking the advent of a new tool in the global fight against drug resistance https://t.co/ElkJBAJrhZ"
743,4898091,2020-02-20 09:00:07+00:00, ,1.23042E+18,en,38,2,3,25,,,,SocialFlow,"Sweden’s five-year trial with negative interest rates was the biggest monetary policy experiment of modern times, dividing economists, central bankers and politicians. But did it work? https://t.co/xmIkRwiuN3"
741,4898091,2020-02-20 09:40:05+00:00, ,1.23043E+18,en,13,2,0,18,,,,SocialFlow,"After thriving in cruise ships and business conferences, the coronavirus outbreak is spreading via a different form of gathering: religious sects https://t.co/IuCO2WYa6l"
739,4898091,2020-02-20 10:20:04+00:00, ,1.23044E+18,en,10,2,1,10,,,,SocialFlow,"Dream holidays have become a nightmare for cruise passengers trapped by China’s coronavirus outbreak. But as cancellations pile up and ports close, cruise operators could be left ailing https://t.co/5GWKpep0lb https://t.co/SvkihA3NLw"
738,4898091,2020-02-20 10:40:03+00:00, ,1.23044E+18,en,14,0,0,2,,,,SocialFlow,"UBS has appointed ING boss Ralph Hamers as its next chief executive, replacing Sergio Ermotti at Switzerland’s largest bank https://t.co/Qv14S53iij"
737,4898091,2020-02-20 11:00:06+00:00, ,1.23045E+18,en,4,0,0,2,,,,SocialFlow,"Lloyds Banking Group warned that its profitability would drop over the next year, as even the country’s largest high street lenders feel the pressure of competition in the mortgage market https://t.co/rwa9EFeYaD"
735,4898091,2020-02-20 11:40:05+00:00, ,1.23046E+18,en,14,0,0,2,,,,SocialFlow,How will the new system work? Which sectors could benefit? Who might lose out? Find out the answers to these questions and more here: https://t.co/aw1cVnH63i
734,4898091,2020-02-20 12:00:07+00:00, ,1.23046E+18,en,16,0,1,8,,,,SocialFlow,"Michael Bloomberg came under sustained attack from all sides on Wednesday night in Las Vegas, as his Democratic rivals accused the billionaire of trying to buy the election in the most combative presidential debate to date https://t.co/2q7sCJIWT1"
731,4898091,2020-02-20 12:40:03+00:00, ,1.23047E+18,en,13,0,1,3,,,,SocialFlow,"From Seine-side runs to the finest frites, the FT’s CEO reveals his best recommendations for a day in the French capital https://t.co/XJNgioSyhG"
730,4898091,2020-02-20 13:00:08+00:00, ,1.23048E+18,en,10,2,0,3,,,,SocialFlow,"London Fashion Week had its highlights, but Ricardo Tisci's collection for Burberry felt static, says our fashion editor @laureni

'Trench coats and heritage check weren’t just referenced in the collection, they were the collection. It’s time to move on' https://t.co/yOj4VMjqej"
727,4898091,2020-02-20 14:00:06+00:00, ,1.23049E+18,en,4,0,0,4,,,,SocialFlow,"Janan Ganesh: Donald Trump believes that the more power, security and wealth China accrues, the less there is for the US. It is an impoverished idea of foreign relations but it is at least transactional

https://t.co/1BRtkQYdyf"
726,4898091,2020-02-20 14:20:04+00:00, ,1.2305E+18,en,11,3,0,8,,,,SocialFlow,"People living in war zones could be asked their views on negotiations using new AI-boosted smartphone technology
https://t.co/Icmpblnmpd"
724,4898091,2020-02-20 14:40:05+00:00, ,1.2305E+18,en,16,2,3,8,,,,SocialFlow,"Why is Jane Fonda angry with JPMorgan?  
https://t.co/M5d4bn4iqx"
722,4898091,2020-02-20 15:21:02+00:00, ,1.23051E+18,en,19,4,0,5,,,,SocialFlow,"Banter, or 'bants', is a minefield foreign visitors should avoid https://t.co/VmdFgMVbo8"
720,4898091,2020-02-20 16:00:09+00:00, ,1.23052E+18,en,25,6,2,13,,,,SocialFlow,"Sweden’s five-year trial with negative interest rates was the biggest monetary policy experiment of modern times, dividing economists, central bankers and politicians. But did it work? https://t.co/QaJeG3MgqX"
717,4898091,2020-02-20 16:21:39+00:00, ,1.23053E+18,en,238,15,17,47,,,,Ads Uploader for Twitter,"""Brits are said to be polite yet unfriendly. We are happy to report that this, for the most part, remains true."" https://t.co/DgIPXKpCZH"
715,4898091,2020-02-20 16:21:39+00:00, ,1.23053E+18,en,898,73,131,258,,,,Ads Uploader for Twitter,"""Brits are said to be polite yet unfriendly. We are happy to report that this, for the most part, remains true."" https://t.co/3usxL00vf6"
714,4898091,2020-02-20 16:21:40+00:00, ,1.23053E+18,en,20,1,3,9,,,,Ads Uploader for Twitter,"Entrepreneurs always need to create what Steve Jobs called a “reality distortion field”, argues HBS’s Rayport, “because they’re pitching something that doesn’t exist yet.” https://t.co/lMixfpUtRH"
709,4898091,2020-02-20 16:21:42+00:00, ,1.23053E+18,en,0,0,0,1,,,,Ads Uploader for Twitter,"Entrepreneurs always need to create what Steve Jobs called a “reality distortion field”, argues HBS’s Rayport, “because they’re pitching something that doesn’t exist yet.” https://t.co/U9brXnsXVR"
705,4898091,2020-02-20 16:21:44+00:00, ,1.23053E+18,en,5,1,1,0,,,,Ads Uploader for Twitter,"Entrepreneurs always need to create what Steve Jobs called a “reality distortion field”, argues HBS’s Rayport, “because they’re pitching something that doesn’t exist yet.” https://t.co/vxui3rkGt7"
704,4898091,2020-02-20 16:21:44+00:00, ,1.23053E+18,en,14,0,0,5,,,,Ads Uploader for Twitter,"""Back in late 2018, in one of the family’s favourite lunching spots overlooking Tokyo Bay, I had the nastiest mouthful of sushi I can remember. Its awfulness, as it turned out, was groundbreaking."" https://t.co/9WN5jnLw00"
702,4898091,2020-02-20 16:21:45+00:00, ,1.23053E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""Back in late 2018, in one of the family’s favourite lunching spots overlooking Tokyo Bay, I had the nastiest mouthful of sushi I can remember. Its awfulness, as it turned out, was groundbreaking."" https://t.co/mEkDf1dxFe"
697,4898091,2020-02-20 16:21:47+00:00, ,1.23053E+18,en,11,0,0,0,,,,Ads Uploader for Twitter,"""Brits are said to be polite yet unfriendly. We are happy to report that this, for the most part, remains true."" https://t.co/Jm0o4rls0A"
694,4898091,2020-02-20 16:21:49+00:00, ,1.23053E+18,en,34,1,13,5,,,,Ads Uploader for Twitter,"""The US has entered an open-ended feud against the world’s largest nation with less debate than it musters for the pettiest domestic affairs."" https://t.co/UvldgktyBV"
691,4898091,2020-02-20 16:21:50+00:00, ,1.23053E+18,en,4,0,0,1,,,,Ads Uploader for Twitter,"""In another democracy, Mr Sanders would belong to a different party to the rest. Mr Bloomberg would too. The question is whether their shared antipathy to Mr Trump is greater than their differences."" https://t.co/XqILPUkQ6O"
690,4898091,2020-02-20 16:21:50+00:00, ,1.23053E+18,en,13,2,16,3,,,,Ads Uploader for Twitter,"""The US has entered an open-ended feud against the world’s largest nation with less debate than it musters for the pettiest domestic affairs."" https://t.co/q28jDbM9du"
685,4898091,2020-02-20 16:21:53+00:00, ,1.23053E+18,en,4,0,2,1,,,,Ads Uploader for Twitter,"""In another democracy, Mr Sanders would belong to a different party to the rest. Mr Bloomberg would too. The question is whether their shared antipathy to Mr Trump is greater than their differences."" https://t.co/oW007c2vuW"
681,4898091,2020-02-20 17:20:04+00:00, ,1.23054E+18,en,14,2,0,2,,,,SocialFlow,Enjoy the perfect winter soup with Honey &amp; Co’s Jerusalem-style avas https://t.co/l7LKPwzrWv
679,4898091,2020-02-20 18:00:04+00:00, ,1.23055E+18,en,28,2,7,9,,,,SocialFlow,"Roger Stone, the longtime confidant of Donald Trump, has been sentenced to 40 months in prison by a federal judge who has been the target of repeated attacks by the US president https://t.co/VRst5yuohz"
678,4898091,2020-02-20 18:20:06+00:00, ,1.23056E+18,en,51,3,2,28,,,,SocialFlow,"Artificial intelligence has been used to discover new antibiotics effective against untreatable diseases, marking the advent of a new tool in the global fight against drug resistance https://t.co/mQWsN1cVWn"
677,4898091,2020-02-20 18:40:07+00:00, ,1.23056E+18,en,33,4,4,12,,,,SocialFlow,"Edward Luce: At some point, the Democratic race is likely to boil down to a collision between Michael Bloomberg and Bernie Sanders. There are many ways it could play out. Almost none entails a happy ending for Democrats https://t.co/HnmMcWjO1p"
676,4898091,2020-02-20 19:00:09+00:00, ,1.23057E+18,en,15,2,0,3,,,,SocialFlow,Well over 300 artists have covered Eleanor Rigby – and that is a testament to the irresistible draw of The Beatles’ original. But the song’s impact extends far beyond music https://t.co/nf0fhXQxKm
671,4898091,2020-02-20 20:02:35+00:00, ,1.23058E+18,en,9,2,1,15,,,,Twitter Web App,"At the Colombian border town of Paraguachón, masses of Venezuelans fleeing hunger, disease and repression brave the chaos of the border every day. ‘If there were a hell on earth, it would look like Paraguachón,’ says an aid worker https://t.co/4HQSUJXEhP https://t.co/1TKIs99fbL"
666,4898091,2020-02-20 20:20:05+00:00, ,1.23059E+18,en,18,2,2,4,,,,SocialFlow,"Victoria's Secret will go private after its owner L Brands agreed to sell a 55% stake in the company to Sycamore Partners, which will pay $525m. The valuation indicates a sharp decline in the value of the lingerie brand. https://t.co/sflJ7722vS"
663,4898091,2020-02-20 21:20:05+00:00, ,1.2306E+18,en,19,1,4,7,,,,SocialFlow,"FT View: On the one hand, if Michael Bloomberg was elected president, he'd bring the best of American free enterprise and dynamism into the political sphere. On the other, he is a plutocrat who for many symbolises social inequality and C-suite arrogance https://t.co/nDMVHxXLMN"
660,4898091,2020-02-20 22:04:16+00:00, ,1.23061E+18,en,20,1,1,12,,,,SocialFlow,"In the pursuit of maximum efficiency and cost-reduction, are companies over-reliant on automation? Should computer-engineered sushi be where we draw the line? https://t.co/HawrTTbAeX"
657,4898091,2020-02-20 22:40:08+00:00, ,1.23062E+18,en,0,0,0,3,,,,SocialFlow,RT @Claire_Bushey: My first attempt at writing about Chicago for the FT's international audience. https://t.co/fIq4X1YSgT via @financialtim…
653,4898091,2020-02-21 01:00:09+00:00, ,1.23066E+18,en,0,0,0,3,,,,SocialFlow,RT @AlecuRussell: Calling all wannabe @FT globetrotters. We want your classy insights. Today #FTGlobetrotter launches “Tips from the top” v…
652,4898091,2020-02-21 02:01:19+00:00, ,1.23067E+18,en,12,3,2,14,,,,SocialFlow,"China’s Hubei province reported 115 new coronavirus deaths, while Australian health authorities said two passengers evacuated from a cruise ship in Japan have tested positive. Follow our live coverage here: https://t.co/UKSXURzv1Q"
651,4898091,2020-02-21 03:20:02+00:00, ,1.23069E+18,en,33,2,4,14,,,,SocialFlow,"‘Bloomberg’s candidacy was damaged to the point where I don’t know if it is possible for him to be the nominee any longer,’ said Simon Rosenberg, president of New Democrat Network, a centre-left think-tank https://t.co/jYK6rtbStj"
650,4898091,2020-02-21 03:47:05+00:00, ,1.2307E+18,en,14,0,0,7,,,,SocialFlow,"The new takeover terms of T-Mobile’s purchase of rival Sprint for more than $70bn will give Germany’s Deutsche Telekom, the parent of T-Mobile, a slightly larger slice of the combined company https://t.co/GOMKZkeuYC"
649,4898091,2020-02-21 04:00:07+00:00, ,1.2307E+18,en,11,1,1,9,,,,SocialFlow,Morgan Stanley’s $13bn acquisition of ETrade — the largest by a global bank since the financial crisis — makes it the latest elite Wall Street bank to turn to Main Street for its future growth https://t.co/quAKUwkNEJ
648,4898091,2020-02-21 04:20:10+00:00, ,1.23071E+18,en,29,2,0,13,,,,SocialFlow,The yen’s reputation as a haven has taken a heavy blow due to a weakened economy and the deadly coronavirus epidemic https://t.co/cBIo3udLYd
645,4898091,2020-02-21 05:20:03+00:00, ,1.23072E+18,en,12,3,2,7,,,,SocialFlow,"Ralph Hamers, who has never worked for a top-tier securities house or run a wealth manager, is moving into one of the most powerful and challenging positions in global finance at the helm of UBS https://t.co/wKc5Gc02uB"
642,4898091,2020-02-21 06:20:05+00:00, ,1.23074E+18,en,30,1,0,13,,,,SocialFlow,"Richard Waters: It has been 10 years since Brussels began its first competition investigation aimed at restraining the power of Google. If you wonder what the EU trustbusters have achieved since, you are not alone https://t.co/JnikkjLDLb"
641,4898091,2020-02-21 06:40:06+00:00, ,1.23074E+18,en,34,1,1,25,,,,SocialFlow,"Luxury groups such as LVMH, Kering and Richemont have been less vulnerable to supply chain disruption than their mid-market peers. But the coronavirus outbreak could have a dramatic impact on sales https://t.co/qoDnzk8aec"
