,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,positive SA value,Negative SA values,Compound,source,tweet
1058,4898091,2020-02-16 10:05:26+00:00, ,1.22898E+18,en,14,0,2,3,,,,SocialFlow,Indian IT industry head accuses US of discrimination over worker visas https://t.co/qdNeIqoSOi
1056,4898091,2020-02-16 11:09:23+00:00, ,1.229E+18,en,5,1,1,3,,,,SocialFlow,Former MEP warns of fresh raid on fund managers’ EU business models https://t.co/bOJWfukE0p
1051,4898091,2020-02-16 13:03:54+00:00, ,1.22903E+18,en,17,1,4,11,,,,SocialFlow,Merkel’s successor must confront Germany’s decline https://t.co/S1DWC2fVVu
1046,4898091,2020-02-16 15:12:26+00:00, ,1.22906E+18,en,17,5,2,10,,,,SocialFlow,Digital tools can be a useful bolster to democracy https://t.co/l4rTBTyNlN
1034,4898091,2020-02-16 20:45:08+00:00, ,1.22914E+18,en,20,2,1,14,,,,SocialFlow,"Just published: front page of the Financial Times UK edition, Monday February 17 https://t.co/lYeQZkJ4qP https://t.co/uwZwY4hErh"
1033,4898091,2020-02-16 21:02:07+00:00, ,1.22915E+18,en,67,1,2,22,,,,SocialFlow,American photographer Dorothea Lange is best known for her Depression-era pictures but the archives of her life’s work reveal a very different artist https://t.co/sGO2U3gnOe https://t.co/GMH2bRFSaR
1031,4898091,2020-02-16 22:04:03+00:00, ,1.22916E+18,en,15,0,1,3,,,,SocialFlow,Joy Lo Dico: These books offer a rehearsal for a disaster. Would you turn on the aircon? https://t.co/r06Ed33o0c
1028,4898091,2020-02-17 01:00:11+00:00, ,1.22921E+18,en,57,5,3,34,,,,SocialFlow,Economists are becoming increasingly exercised about the problems that will inevitably surface when the next recession comes along https://t.co/bI7X9fSOwS
1025,4898091,2020-02-17 04:20:21+00:00, ,1.22926E+18,en,27,8,2,37,,,,SocialFlow,"Japan’s economy shrunk at a 6.3% annual rate in the fourth quarter, far worse than the 3.7% forecast by analysts, following autumn’s consumption tax increase https://t.co/SXakaYWWEg https://t.co/YtAtUGBhaK"
1024,4898091,2020-02-17 04:40:01+00:00, ,1.22926E+18,en,62,4,13,31,,,,SocialFlow,Previous accounts dated Xi Jinping’s earliest involvement in the coronavirus crisis to January 20. But a Communist party magazine has claimed he was aware of the virus almost two weeks earlier https://t.co/4UBhjaWnHb
1022,4898091,2020-02-17 05:20:03+00:00, ,1.22927E+18,en,44,3,3,40,,,,SocialFlow,"Haunting images are emerging from Wuhan, the Chinese city at the centre of the coronavirus outbreak. In one, a distressed woman in an upper floor apartment bangs a homemade gong, wailing for help https://t.co/8AU5BkXHrF"
1021,4898091,2020-02-17 05:40:04+00:00, ,1.22928E+18,en,21,3,0,18,,,,SocialFlow,Australia is the new global climate change villain. But the influence of the mining lobby underscores the government’s reluctance to rapidly shift away from coal and pursue more ambitious climate targets https://t.co/xq1ehpXKs3
1019,4898091,2020-02-17 06:20:06+00:00, ,1.22929E+18,en,24,1,1,16,,,,SocialFlow,"China’s equity market is one of the biggest in the world, with the CSI 300 index boasting a market capitalisation of $4.5tn. But ‘shorting’, or taking negative bets on the stocks, is tricky https://t.co/tJNcIEMEj7"
1018,4898091,2020-02-17 06:28:20+00:00, ,1.22929E+18,en,0,0,0,18,,,,SocialFlow,"RT @JohnReedwrites: New: Samsung Electronics, which makes nearly 2/3 of its phones in Vietnam and normally gets some parts overland from Ch…"
1012,4898091,2020-02-17 08:00:02+00:00, ,1.22931E+18,en,3,0,1,1,,,,SocialFlow,"‘Sulphur and White’, which opens next month, tells the story of David Tait, a senior City executive — and the impact of childhood sexual abuse that nearly cost him his life https://t.co/tZZRHs3CBB"
1007,4898091,2020-02-17 09:20:05+00:00, ,1.22933E+18,en,10,0,0,7,,,,SocialFlow,FT Exclusive: Ailing German industrial group Thyssenkrupp is hoping to dispose of all or part of its lossmaking factory-building division to plug a multibillion-euro hole in its finances. https://t.co/xeagw6tKXH https://t.co/qW2G6eyFxL
1006,4898091,2020-02-17 09:40:03+00:00, ,1.22934E+18,en,19,5,3,9,,,,SocialFlow,"The British government announced that it would spend £1.2bn to develop the world’s most powerful climate supercomputer, following a weekend of travel chaos and severe flooding due to Storm Dennis https://t.co/ahLfQ8IIOo"
1000,4898091,2020-02-17 11:40:04+00:00, ,1.22937E+18,en,26,8,2,18,,,,SocialFlow,Fears over the coronavirus have prompted such shortages of everyday goods in Hong Kong that thieves have held up a supermarket in the city to steal a delivery of toilet paper https://t.co/hbQXYLq05u
998,4898091,2020-02-17 12:20:01+00:00, ,1.22938E+18,en,13,1,2,9,,,,SocialFlow,Rana Foroohar: Big Tech’s power to squash competition and degrade liberal democracy is one of the most well-rehearsed storylines of our time https://t.co/6xYpTvWxX3
996,4898091,2020-02-17 13:00:12+00:00, ,1.22939E+18,en,17,0,2,4,,,,SocialFlow,Wolfgang Münchau: Those who think Ms Merkel has done a poor job of preparing Germany for the future are probably right. But remember that it could also get worse https://t.co/LwDFlUdIqZ
993,4898091,2020-02-17 14:00:06+00:00, ,1.22941E+18,en,12,1,0,2,,,,SocialFlow,"Zafer Sonmez, chief executive of the $33bn Turkey Wealth Fund, insists ‘every sovereign wealth fund is a political animal’ 
https://t.co/RcVyBfhpRJ"
992,4898091,2020-02-17 14:20:01+00:00, ,1.22941E+18,en,19,4,2,11,,,,SocialFlow,"Both Bernie Sanders, who won the New Hampshire primary, and his fellow progressive Elizabeth Warren, have called for a break-up of America’s largest technology companies
https://t.co/haT60wcJTx"
990,4898091,2020-02-17 15:00:15+00:00, ,1.22942E+18,en,25,1,0,8,,,,SocialFlow,"The music industry has staged a remarkable comeback thanks to the advent of streaming, which has funnelled billions of dollars back to the biggest labels 
https://t.co/NumKxXG5P9"
989,4898091,2020-02-17 15:40:07+00:00, ,1.22943E+18,en,38,5,2,40,,,,SocialFlow,"China’s most popular VPN services, which allow foreign businesses and locals to circumvent internet censorship, have faced an onslaught of government attacks in recent weeks
https://t.co/MWPCPA2LWV"
986,4898091,2020-02-17 16:20:03+00:00, ,1.22944E+18,en,10,1,4,2,,,,SocialFlow,"Miranda Green: Labour leadership candidates have made promises that shackle them to a political philosophy comprehensively rejected by the voters
https://t.co/1U9w9tb1BP"
985,4898091,2020-02-17 16:27:04+00:00, ,1.22944E+18,en,1558,41,103,1550,,,,SocialFlow,"Leaked records add to mounting evidence of the Chinese government’s crackdown on Uighurs, Kazakhs and other Muslim minorities in Xinjiang, with more than a million people having been detained over the past three years
https://t.co/KkK0HyL61S"
981,4898091,2020-02-17 17:06:45+00:00, ,1.22945E+18,en,39,3,8,21,,,,SocialFlow,Argentina’s creditors fear the worst after IMF talks begin https://t.co/EWK7N5KZ1q
980,4898091,2020-02-17 17:15:21+00:00, ,1.22945E+18,en,44,2,2,25,,,,Twitter for Advertisers.,"The leaked records add to mounting evidence of the Chinese government’s crackdown on Uighurs, Kazakhs and other Muslim minorities in Xinjiang https://t.co/4EVxE04GlE"
978,4898091,2020-02-17 17:20:05+00:00, ,1.22946E+18,en,63,10,10,53,,,,SocialFlow,"Almost 80% of food that British retailers import comes from the EU. Without efforts to reduce border friction under Brexit, British consumers could face higher costs and lower supplies, retailers have warned https://t.co/IZMD5Pan2e"
977,4898091,2020-02-17 17:40:04+00:00, ,1.22946E+18,en,19,2,2,4,,,,SocialFlow,Leadership lessons: how establishing success in a volatile economy means taking advantage of economic cycles https://t.co/SoKjW88FTg
976,4898091,2020-02-17 18:15:09+00:00, ,1.22947E+18,en,9,0,2,3,,,,SocialFlow,US law firm partners pocket bumper $3m profits https://t.co/ixxVN9tGWS
973,4898091,2020-02-17 21:59:51+00:00, ,1.22953E+18,en,25,2,2,7,,,,SocialFlow,Apple issues revenue warning over coronavirus https://t.co/DaaY4U7nvN
972,4898091,2020-02-17 22:30:14+00:00, ,1.22953E+18,en,30,3,2,25,,,,SocialFlow,"Just published: front page of the Financial Times, international edition, Tuesday 18 February         https://t.co/Lmmeb5e2DH https://t.co/g3ldXMszzn"
970,4898091,2020-02-18 00:00:07+00:00, ,1.22956E+18,en,12,0,4,7,,,,SocialFlow,"Good morning, Hong Kong. While you were sleeping, this was our most read story: https://t.co/OBxEipjUaR"
969,4898091,2020-02-18 00:24:03+00:00, ,1.22956E+18,en,12,0,2,3,,,,SocialFlow,BHP dividend lower than expected on coronavirus caution https://t.co/7j9VBtHcGO
963,4898091,2020-02-18 03:20:04+00:00, ,1.22961E+18,en,0,0,0,21,,,,SocialFlow,RT @JohnReedwrites: I wrote this about Vietnamese economic nationalism and what it means for foreign business for the @FT’s Inside Asia col…
959,4898091,2020-02-18 04:40:06+00:00, ,1.22963E+18,en,206,33,27,87,,,,SocialFlow,George Soros writes in to the FT: ‘Mark Zuckerberg and Sheryl Sandberg should be removed from control of Facebook’ https://t.co/B03vjso9r8
958,4898091,2020-02-18 05:00:07+00:00, ,1.22963E+18,en,38,2,2,16,,,,SocialFlow,"The world’s richest man, with a net worth of $130bn, said he would start issuing grants this summer to support ‘scientists, activists, [and] NGOs’ fighting climate change https://t.co/ctt3uSrwPJ"
957,4898091,2020-02-18 05:20:02+00:00, ,1.22964E+18,en,57,4,2,38,,,,SocialFlow,"China’s most popular VPN services, which allow users to circumvent internet censorship, have faced an onslaught in recent weeks as the government tightens its grip around coronavirus reporting https://t.co/2rW80HCyXy"
940,4898091,2020-02-18 08:45:42+00:00, ,1.22969E+18,en,198,57,70,88,,,,Ads Uploader for Twitter,"""I don’t think private companies should make so many decisions alone when they touch on fundamental democratic values,"" Mark Zuckerberg says. https://t.co/TKyUjmLcoo"
935,4898091,2020-02-18 08:45:45+00:00, ,1.22969E+18,en,7,1,3,8,,,,Ads Uploader for Twitter,"After a change in UK law in 2018, a handful of landowners have been awarded licences to grow cannabis plants for medicinal purposes. Thomas has just been granted one. https://t.co/oE52FVCho8"
932,4898091,2020-02-18 08:45:46+00:00, ,1.22969E+18,en,97,3,13,34,,,,Ads Uploader for Twitter,The FT is mapping the coronavirus as it spreads. Check back for our up-to-date figures. https://t.co/otfNX1RiOR
931,4898091,2020-02-18 08:45:46+00:00, ,1.22969E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""Policymakers in the US and Europe should be thinking well in advance about how they can co-operate both internationally and domestically to produce a better outcome.There is no sign of this happening yet."" https://t.co/FA2pbYCooV"
926,4898091,2020-02-18 08:45:48+00:00, ,1.22969E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"Economists have warned Japan is on course for a technical recession, as the impact of the coronavirus outbreak threatens to compound a dire final quarter of 2019 that saw the economy shrink at an annualised rate of 6.3 per cent. https://t.co/NfkJYIuZ4m"
922,4898091,2020-02-18 08:45:50+00:00, ,1.22969E+18,en,185,4,2,94,,,,Ads Uploader for Twitter,The FT is mapping the coronavirus as it spreads. Check back for our up-to-date figures. https://t.co/woTEakdP5u
920,4898091,2020-02-18 08:45:51+00:00, ,1.22969E+18,en,160,2,0,87,,,,Ads Uploader for Twitter,The FT is mapping the coronavirus as it spreads. Check back for our up-to-date figures. https://t.co/vmSBXjGSz1
918,4898091,2020-02-18 08:45:52+00:00, ,1.22969E+18,en,2,0,3,1,,,,Ads Uploader for Twitter,"""I don’t think private companies should make so many decisions alone when they touch on fundamental democratic values,"" Mark Zuckerberg says. https://t.co/sUEnIHpxf0"
917,4898091,2020-02-18 08:45:52+00:00, ,1.22969E+18,en,20,0,0,1,,,,Ads Uploader for Twitter,"""I find it very hard to get excited about the race to succeed Angela Merkel. I find it more instructive to look at future German politics in terms of the issues the country faces and the political constellations that might form to address them."" https://t.co/PUzNEscGJv"
914,4898091,2020-02-18 08:45:53+00:00, ,1.22969E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""I find it very hard to get excited about the race to succeed Angela Merkel. I find it more instructive to look at future German politics in terms of the issues the country faces and the political constellations that might form to address them."" https://t.co/sCgDrkX2pc"
915,4898091,2020-02-18 08:45:53+00:00, ,1.22969E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""I don’t think private companies should make so many decisions alone when they touch on fundamental democratic values,"" Mark Zuckerberg says. https://t.co/CSJukLnaYq"
910,4898091,2020-02-18 08:45:55+00:00, ,1.22969E+18,en,16,1,0,0,,,,Ads Uploader for Twitter,"CBD mania hit new heights when Kim Kardashian held a CBD-themed baby shower at her home in California last year, supported by a sponsor, of course. https://t.co/nwWzXusnjm"
903,4898091,2020-02-18 08:45:58+00:00, ,1.22969E+18,en,1,0,1,1,,,,Ads Uploader for Twitter,"""I don’t think private companies should make so many decisions alone when they touch on fundamental democratic values,"" Mark Zuckerberg says. https://t.co/xb1FbRBuhm"
900,4898091,2020-02-18 08:45:59+00:00, ,1.22969E+18,en,5,3,3,2,,,,Ads Uploader for Twitter,"""I don’t think private companies should make so many decisions alone when they touch on fundamental democratic values,"" Mark Zuckerberg says. https://t.co/pHCQVjUsaW"
902,4898091,2020-02-18 08:45:59+00:00, ,1.22969E+18,en,0,0,0,0,,,,Ads Uploader for Twitter,"""Policymakers in the US and Europe should be thinking well in advance about how they can co-operate both internationally and domestically to produce a better outcome.There is no sign of this happening yet."" https://t.co/F6qSDRWJXC"
899,4898091,2020-02-18 08:46:00+00:00, ,1.22969E+18,en,2,0,0,0,,,,Ads Uploader for Twitter,"""Policymakers in the US and Europe should be thinking well in advance about how they can co-operate both internationally and domestically to produce a better outcome.There is no sign of this happening yet."" https://t.co/iARSD7tPzl"
895,4898091,2020-02-18 08:46:02+00:00, ,1.22969E+18,en,7,0,0,0,,,,Ads Uploader for Twitter,"CBD mania hit new heights when Kim Kardashian held a CBD-themed baby shower at her home in California last year, supported by a sponsor, of course. https://t.co/LBjUOh5KWK"
889,4898091,2020-02-18 11:00:14+00:00, ,1.22972E+18,en,8,0,0,3,,,,SocialFlow,"Rishi Sunak, the new chancellor, is expected to set a revised date for the Budget later this week, most likely with a short delay from the original date of March 11 https://t.co/kuz6i24Pwa"
887,4898091,2020-02-18 11:40:03+00:00, ,1.22973E+18,en,16,1,1,12,,,,SocialFlow,"Angela Merkel would happily serve out her final term and retire on schedule, some time in the autumn of 2021. For an increasing number of people in her own party, the end should come a lot sooner https://t.co/YoEULe5ShG"
885,4898091,2020-02-18 12:20:06+00:00, ,1.22974E+18,en,13,0,0,8,,,,SocialFlow,"Miranda Green: Adapt or die is a harsh but universal principle. In British politics, however, it is not universally understood https://t.co/EhQrsPYne9"
881,4898091,2020-02-18 13:20:03+00:00, ,1.22976E+18,en,34,2,3,20,,,,SocialFlow,"Martin Wolf: For the American people to choose a classic demagogue twice could not be dismissed as an accident. It would be a decisive moment.
https://t.co/owZQk4V9uF"
879,4898091,2020-02-18 14:00:17+00:00, ,1.22977E+18,en,1,0,1,0,,,,SocialFlow,"Will Boris Johnson keep his promise to ‘Get Brexit Done’? Join @SebastianEPayne and guests for a live recording of the FT’s UK Politics Podcast on February 26
https://t.co/bOzE9WhbFt https://t.co/OTPQXbUPw5"
877,4898091,2020-02-18 14:30:57+00:00, ,1.22978E+18,en,0,0,0,7,,,,SocialFlow,RT @muradahmed: Man City spent the weekend hunkered down with lawyers from three legal firms preparing a response to Uefa's ban from the Ch…
876,4898091,2020-02-18 14:40:06+00:00, ,1.22978E+18,en,14,0,2,3,,,,SocialFlow,"The new chancellor has decided that three weeks is enough time to prepare for his first big fiscal event
https://t.co/y7qmOGth29"
875,4898091,2020-02-18 15:00:08+00:00, ,1.22978E+18,en,14,1,0,13,,,,SocialFlow,"The combined business, which will manage more than $1.5tn in assets, will be led by Franklin Templeton chief executive Jenny Johnson 
https://t.co/9bHzvNI8NZ"
874,4898091,2020-02-18 15:20:05+00:00, ,1.22979E+18,en,10,0,1,4,,,,SocialFlow,"Boris Johnson has offered President Xi Jinping his 'sympathies' during the coronavirus outbreak
https://t.co/W72P11PLG3"
872,4898091,2020-02-18 15:40:03+00:00, ,1.22979E+18,en,29,3,1,21,,,,SocialFlow,"The FT View: The problem for Japan, as it has been throughout the past seven years, is not Abenomics. The problem is not enough of it
https://t.co/y00V9abxZQ"
870,4898091,2020-02-18 16:05:51+00:00, ,1.2298E+18,en,0,0,0,96,,,,SocialFlow,RT @laurapitel: Leaked Chinese records appear to document the surveillance/imprisonment of hundreds of Uighur Muslims in Karakax county. Am…
863,4898091,2020-02-18 18:20:06+00:00, ,1.22983E+18,en,0,0,0,4,,,,SocialFlow,RT @tomhannen: Watch as the UK collapses (possibly). With flags 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🇮🇪🇪🇺moved around by @robertshrimsley and @greenmiranda. Als…
862,4898091,2020-02-18 18:40:06+00:00, ,1.22984E+18,en,18,1,0,6,,,,SocialFlow,"How do pilots deal with winter weather? In his latest column for the FT, pilot Mark Vanhoenacker explains how he and his colleagues manage snow, frost and ice on airplanes: https://t.co/mKrv8DO0nj"
858,4898091,2020-02-18 20:00:07+00:00, ,1.22986E+18,en,42,11,8,33,,,,SocialFlow,"Russia is temporarily banning all Chinese citizens from entering the country, making Moscow the first country to do so and potentially straining relations with a close ally. Follow live updates and analysis about the coronavirus outbreak: https://t.co/6hWA6S7DdY"
856,4898091,2020-02-18 20:40:06+00:00, ,1.22987E+18,en,17,1,4,7,,,,SocialFlow,"The grounding of the 737 Max has cost Boeing an estimated $20bn — and more than 700 planes remain non-operational. In the first episode of season 3 of the Behind the Money podcast, we report on how Boeing plans to return the Max to the skies https://t.co/3kVecXaVuA https://t.co/e8OsNBo66O"
854,4898091,2020-02-18 21:20:02+00:00, ,1.22988E+18,en,0,0,0,3,,,,SocialFlow,RT @sdbernard: Who are the music streaming kings or queens? Beautiful #dataviz from @digitalcampbell in this fascinating article by @annakn…
853,4898091,2020-02-18 21:30:08+00:00, ,1.22988E+18,en,34,8,2,21,,,,SocialFlow,"Just published: front page of the Financial Times, UK edition, Wednesday 19 February         https://t.co/b5CMVUtH6s https://t.co/da3ldxdVUl"
850,4898091,2020-02-18 22:31:08+00:00, ,1.2299E+18,en,19,3,0,11,,,,SocialFlow,"Just published: front page of the Financial Times, international edition, Wednesday 19 February         https://t.co/Ja6bxHDp3m https://t.co/EnEuMLshi8"
848,4898091,2020-02-19 00:28:51+00:00, ,1.22993E+18,en,18,2,1,30,,,,SocialFlow,"Coronavirus latest: Global death toll breaches 2,000 as number of cases reaches 75,000 https://t.co/TL3qQyqRGh"
844,4898091,2020-02-19 01:55:59+00:00, ,1.22995E+18,en,23,0,2,13,,,,SocialFlow,Investors hunt for alternative data to track coronavirus shock https://t.co/rTQ9oxgGv7
843,4898091,2020-02-19 01:55:59+00:00, ,1.22995E+18,en,8,0,1,3,,,,SocialFlow,Chinese companies use ‘virus control’ bonds to boost balance sheets https://t.co/WLY3XjsP8f
841,4898091,2020-02-19 03:40:08+00:00, ,1.22997E+18,en,18,0,2,14,,,,SocialFlow,"Hong Kong has reported a second death linked to coronavirus, as the global death toll breached 2,000. Follow our live coverage here: https://t.co/7yFXN5p45K"
838,4898091,2020-02-19 04:35:48+00:00, ,1.22999E+18,en,0,0,0,12,,,,SocialFlow,RT @KangHexin: Investors are scrambling to quantify China's success in bringing its economy back online. But progress is slow--one analysis…
837,4898091,2020-02-19 04:45:08+00:00, ,1.22999E+18,en,15,4,0,12,,,,SocialFlow,"Chinese businesses ranging from airlines to drug distributors have shored up their balance sheets with $3.4bn of ‘virus control’ bonds, which commit at least 10% of proceeds to fighting the coronavirus epidemic https://t.co/KH2AnUqxqG"
834,4898091,2020-02-19 05:40:07+00:00, ,1.23E+18,en,18,1,0,11,,,,SocialFlow,Apple’s biggest iPhone plant is struggling to return to full production under China’s restrictions on movement in response to coronavirus https://t.co/oCs5uqedXL https://t.co/qiBDqQzc83
832,4898091,2020-02-19 06:20:06+00:00, ,1.23001E+18,en,51,5,6,51,,,,SocialFlow,A Japanese expert said infection control on board the Diamond Pricess was ‘completely inadequate’ and worse than he had experienced in the Ebola outbreak in Africa  https://t.co/tl4pfO2qQ6
828,4898091,2020-02-19 07:30:04+00:00, ,1.23003E+18,en,31,4,6,25,,,,SocialFlow,British businesses that rely on low-skilled EU migrants face a post-Brexit crisis under new Home Office immigration proposals that will prioritise higher paid and better qualified workers https://t.co/KYJOwvHJtY https://t.co/NdBQi31ZkG
826,4898091,2020-02-19 08:00:10+00:00, ,1.23004E+18,en,19,3,1,11,,,,SocialFlow,Michael Bloomberg has made up for his late entry into the Democratic presidential race with an advertising spree of nearly half a billion dollars that has dwarfed his rivals’ spending https://t.co/G7ZvI6eI72
825,4898091,2020-02-19 08:15:03+00:00, ,1.23004E+18,en,0,0,0,13,,,,SocialFlow,"RT @adamsamson: The number of people visiting Hong Kong from mainland China and abroad has plummeted in recent weeks. Tourism, which accoun…"
824,4898091,2020-02-19 08:30:04+00:00, ,1.23005E+18,en,16,1,0,6,,,,SocialFlow,"A kiss or a handshake? London is a global city but it still has its own rules on how to meet, greet, drink and dress. Emma Jacobs and Andrew Hill offer protection from grievous errors of etiquette. https://t.co/GZT9ADiHiE"
823,4898091,2020-02-19 08:40:05+00:00, ,1.23005E+18,en,23,1,3,21,,,,SocialFlow,US tax authorities have accused Facebook of deliberately downplaying the value of its assets. It could cost the social media company more than $9bn https://t.co/hXSBGFH1bo
818,4898091,2020-02-19 10:00:05+00:00, ,1.23007E+18,en,18,2,6,33,,,,SocialFlow,A Japanese expert said infection control on board the Diamond Pricess was ‘completely inadequate’ and worse than he had experienced in the Ebola outbreak in Africa  https://t.co/fBwiWwG7B8
816,4898091,2020-02-19 10:40:02+00:00, ,1.23008E+18,en,17,1,1,14,,,,SocialFlow,"The new rules are due to take effect from January 2021 and will create a substantial challenge for sectors such as social care, construction and the food processing industry https://t.co/xb06Mem6OY"
815,4898091,2020-02-19 11:00:07+00:00, ,1.23008E+18,en,17,5,4,10,,,,SocialFlow,Michael Bloomberg has made up for his late entry into the Democratic presidential race with an advertising spending spree of nearly half a billion dollars https://t.co/aFcMeghtZB
814,4898091,2020-02-19 11:20:07+00:00, ,1.23009E+18,en,15,2,4,8,,,,SocialFlow,"WHSmith has banished the Daily Telegraph from its outlets in railway stations, escalating an industry-wide battle over shrinking margins for newspaper retailers https://t.co/sXXqjEaBk1"
813,4898091,2020-02-19 11:40:02+00:00, ,1.23009E+18,en,10,0,0,8,,,,SocialFlow,"The global death toll from the coronavirus outbreak has exceeded 2,000, with the vast bulk of fatalities taking place in China’s crisis-hit Hubei province. Follow the latest updates in our live blog 👇 https://t.co/kcNxNXBRsF"
812,4898091,2020-02-19 12:00:06+00:00, ,1.2301E+18,en,8,2,0,7,,,,SocialFlow,"By the time the overhaul is complete, three years from now, the HSBC estimates it will have slashed about 35,000 jobs from its headcount of 235,000 and taken about $7.2bn of restructuring charges https://t.co/oiO7efidhm"
810,4898091,2020-02-19 12:24:10+00:00, ,1.23011E+18,en,0,0,0,8,,,,Twitter Web App,"RT @NikiBlasina: Happy to announce that today #FTGlobetrotter is officially launching with our partner for this year, the uber cool luggage…"
809,4898091,2020-02-19 12:40:05+00:00, ,1.23011E+18,en,33,12,4,58,,,,SocialFlow,"Nearly 5m Venezuelans have left since 2015 — about 15% of the population — and another 1m are expected to depart this year. That could make the crisis the world’s biggest refugee emergency, surpassing Syria https://t.co/D1mO810zXl"
808,4898091,2020-02-19 13:00:13+00:00, ,1.23011E+18,en,68,9,6,42,,,,SocialFlow,"Martin Wolf: We have so much to do and so little time. If we are to succeed in halting climate change, we have to change course now https://t.co/NFjeFyfQcg"
805,4898091,2020-02-19 14:00:09+00:00, ,1.23013E+18,en,9,0,1,7,,,,SocialFlow,"UK inflation rose for the first time in 6 months in January, meeting Bank of England expectations in what bankers could see as validation of a cautious approach to changing interest rates https://t.co/U9el21INcu"
804,4898091,2020-02-19 14:20:04+00:00, ,1.23013E+18,en,26,7,3,30,,,,SocialFlow,"Travel bans to contain the coronavirus outbreak threaten multibillion-dollar losses for universities in Australia, the US and New Zealand that rely on income from Chinese students https://t.co/W0jiWMa9PR https://t.co/4nIbrbNROC"
803,4898091,2020-02-19 14:40:03+00:00, ,1.23014E+18,en,6,3,3,8,,,,SocialFlow,"Donald Trump has extended clemency to several high-profile white-collar criminals, pardoning one-time ‘junk-bond king’ Michael Milken and commuting the sentence of former Illinois governor Rod Blagojevich https://t.co/pkgmxca5ta"
802,4898091,2020-02-19 15:00:13+00:00, ,1.23015E+18,en,6,2,0,6,,,,SocialFlow,"Analysis: The UK and the EU are getting ready to negotiate trade after Brexit, and both sides are already diverging on what a final plan will look like https://t.co/Z3NB6LNzjR"
801,4898091,2020-02-19 15:24:32+00:00, ,1.23015E+18,en,5,1,0,1,,,,Twitter for Advertisers.,"'Mr Bloomberg’s spending dwarfs any of his rivals with a serious shot at the ticket, prompting other candidates to accuse him of trying to buy the election' https://t.co/LNggastOih"
800,4898091,2020-02-19 15:30:18+00:00, ,1.23015E+18,en,32,2,4,26,,,,SocialFlow,"Opinion: So far the Chinese Communist Party has played the coronavirus outbreak by the textbook:
✅Blaming local officials
✅Exonerating top leaders 
✅Censoring the media 
✅Threatening 'rumour mongers' 
https://t.co/wMR5wvxmOp"
792,4898091,2020-02-19 18:20:08+00:00, ,1.2302E+18,en,26,5,3,16,,,,SocialFlow,Michael Bloomberg has made up for his late entry into the Democratic presidential race with an advertising spending spree of nearly half a billion dollars https://t.co/9pmyWTZPES https://t.co/M7EqaNRpkM
791,4898091,2020-02-19 18:40:07+00:00, ,1.2302E+18,en,24,2,3,21,,,,SocialFlow,A Japanese expert said infection control on board the Diamond Pricess was ‘completely inadequate’ and worse than he had experienced in the Ebola outbreak in Africa https://t.co/zHh6sm4vly
790,4898091,2020-02-19 19:00:08+00:00, ,1.23021E+18,en,22,3,0,14,,,,SocialFlow,"To kiss or not to kiss? London is a global city but it has its own rules on how to meet, greet, drink and dress
https://t.co/FLfq2i0bnz"
787,4898091,2020-02-19 20:00:09+00:00, ,1.23022E+18,en,24,1,2,16,,,,SocialFlow,"FT View: Britain’s new migration policy is a gamble. The new rules assume that businesses will invest in local training and recruitment. Companies, however, could also close or relocate abroad, damaging the economy and leaving consumers with high prices https://t.co/EnVmEkmdjf"
784,4898091,2020-02-19 21:00:15+00:00, ,1.23024E+18,en,26,3,9,24,,,,SocialFlow,Do we need to panic about the new coronavirus outbreak? FT data journalists John Burn-Murdoch and Federica Cocco take a look at what four key charts tell us about the spread of Covid-19 https://t.co/sto5oThvuz
782,4898091,2020-02-19 21:45:04+00:00, ,1.23025E+18,en,12,3,0,14,,,,SocialFlow,Just published: front page of the Financial Times international edition Thursday February 20 https://t.co/GBDi1ulskO https://t.co/f8YVg0SFOR
777,4898091,2020-02-19 23:00:13+00:00, ,1.23027E+18,en,43,5,4,35,,,,SocialFlow,"Travel bans to contain the coronavirus outbreak threaten multibillion-dollar losses for universities in Australia, the US and New Zealand that rely on income from Chinese students https://t.co/CAQgSeH4Zl https://t.co/CWEPzjWqSd"
776,4898091,2020-02-19 23:15:53+00:00, ,1.23027E+18,en,11,3,2,6,,,,SocialFlow,IMF to Argentina’s creditors: you must share the pain https://t.co/h1AMWj9sNd
774,4898091,2020-02-19 23:43:47+00:00, ,1.23028E+18,en,18,3,2,9,,,,SocialFlow,The IMF says Argentina's debt is unsustainable and called for a major debt restructuring that would see private creditors take a hit https://t.co/bGq5v5hUg1
773,4898091,2020-02-20 00:00:08+00:00, ,1.23028E+18,en,8,1,0,3,,,,SocialFlow,"Good morning, Hong Kong. While you were sleeping, this was one of our most read stories: https://t.co/Myf1S2uo07"
772,4898091,2020-02-20 00:28:53+00:00, ,1.23029E+18,en,4,0,0,0,,,,SocialFlow,‘I like Modi a lot’: what to watch for as Donald Trump woos India https://t.co/OAbSuDb1uk
